order_id,product_id,add_to_cart_order,reordered
2560699,NA,NA,NA
2288946,NA,NA,NA
19256,NA,NA,NA
1378982,NA,NA,NA
2363981,NA,NA,NA
1906169,NA,NA,NA
1757094,NA,NA,NA
519471,NA,NA,NA
2298068,NA,NA,NA
1472646,NA,NA,NA
1789302,NA,NA,NA
1827621,27435,1,1
1827621,27086,2,1
1827621,4210,3,1
1827621,47078,4,0
1827621,19934,5,1
2906263,NA,NA,NA
3206747,NA,NA,NA
1366559,NA,NA,NA
1385564,NA,NA,NA
1691859,NA,NA,NA
2127409,NA,NA,NA
2505309,NA,NA,NA
3067644,NA,NA,NA
2109666,NA,NA,NA
1625325,NA,NA,NA
1335295,NA,NA,NA
2045336,NA,NA,NA
3394109,NA,NA,NA
2316178,11042,1,0
2316178,32115,2,1
2316178,28601,3,1
2316178,29615,4,0
2316178,15869,5,1
2316178,37434,6,1
2316178,3808,7,1
2316178,15172,8,1
2316178,8744,9,1
2316178,29509,10,1
2316178,42284,11,0
2514324,NA,NA,NA
3135826,NA,NA,NA
2564002,NA,NA,NA
714991,NA,NA,NA
3317979,NA,NA,NA
876095,NA,NA,NA
2685110,NA,NA,NA
3119091,NA,NA,NA
887727,NA,NA,NA
2570697,NA,NA,NA
2600170,NA,NA,NA
2883598,NA,NA,NA
2332087,NA,NA,NA
113728,NA,NA,NA
2968173,NA,NA,NA
3097485,NA,NA,NA
1870022,NA,NA,NA
1911383,NA,NA,NA
2345592,NA,NA,NA
2994589,NA,NA,NA
2715276,NA,NA,NA
487368,NA,NA,NA
2161313,NA,NA,NA
1273676,NA,NA,NA
875885,NA,NA,NA
1491849,NA,NA,NA
2704482,NA,NA,NA
3192400,NA,NA,NA
2000615,NA,NA,NA
1416320,NA,NA,NA
1737705,NA,NA,NA
1681401,NA,NA,NA
2680214,NA,NA,NA
3197376,NA,NA,NA
3237467,NA,NA,NA
2616505,NA,NA,NA
2648319,NA,NA,NA
2430354,NA,NA,NA
2373492,NA,NA,NA
900554,NA,NA,NA
805025,NA,NA,NA
912404,NA,NA,NA
1389057,NA,NA,NA
603534,NA,NA,NA
2660930,NA,NA,NA
1719551,NA,NA,NA
601444,NA,NA,NA
2956367,NA,NA,NA
2508834,NA,NA,NA
415389,NA,NA,NA
3141030,NA,NA,NA
603376,NA,NA,NA
3069802,NA,NA,NA
1683378,NA,NA,NA
2795254,NA,NA,NA
343199,NA,NA,NA
1385847,NA,NA,NA
3314059,NA,NA,NA
697863,NA,NA,NA
2148135,NA,NA,NA
3327122,NA,NA,NA
2760791,NA,NA,NA
2553089,NA,NA,NA
791858,NA,NA,NA
2773605,NA,NA,NA
674977,NA,NA,NA
2831726,NA,NA,NA
1385397,NA,NA,NA
348137,NA,NA,NA
3350883,NA,NA,NA
2180313,18534,1,1
2180313,1217,2,0
2180313,12720,3,1
2180313,16797,4,1
2180313,43352,5,0
2180313,4374,6,0
2780889,NA,NA,NA
3106101,NA,NA,NA
1860960,NA,NA,NA
3133044,NA,NA,NA
1020460,NA,NA,NA
441977,NA,NA,NA
2461523,36216,1,1
2461523,47546,2,1
2461523,21137,3,1
2461523,5450,4,0
2461523,8518,5,0
2461523,22031,6,1
2461523,22888,7,0
2461523,11022,8,0
2461523,41463,9,0
2461523,25997,10,1
2461523,17461,11,0
1321974,NA,NA,NA
2293453,NA,NA,NA
2208892,NA,NA,NA
2808909,NA,NA,NA
1973799,NA,NA,NA
2474845,NA,NA,NA
532817,NA,NA,NA
2483716,NA,NA,NA
86918,NA,NA,NA
1735923,NA,NA,NA
947722,NA,NA,NA
157550,NA,NA,NA
3408319,NA,NA,NA
2741696,NA,NA,NA
1980631,NA,NA,NA
2625565,NA,NA,NA
2698037,NA,NA,NA
1166994,NA,NA,NA
129152,NA,NA,NA
62373,NA,NA,NA
2984916,NA,NA,NA
1716848,NA,NA,NA
3288630,NA,NA,NA
2592860,NA,NA,NA
1573906,NA,NA,NA
2102674,NA,NA,NA
534401,NA,NA,NA
2510446,NA,NA,NA
1082944,NA,NA,NA
3257456,NA,NA,NA
774475,NA,NA,NA
1953572,NA,NA,NA
1674891,NA,NA,NA
77791,NA,NA,NA
1413723,NA,NA,NA
1806047,NA,NA,NA
1431584,NA,NA,NA
2941505,NA,NA,NA
1322450,NA,NA,NA
1776467,NA,NA,NA
497940,NA,NA,NA
1735495,NA,NA,NA
1996394,NA,NA,NA
1110781,NA,NA,NA
2097221,NA,NA,NA
2057208,NA,NA,NA
865324,NA,NA,NA
3341737,NA,NA,NA
1854765,25740,1,1
1854765,12683,2,1
1854765,44632,3,1
1854765,10957,4,1
1854765,32645,5,1
1854765,16615,6,0
2300537,NA,NA,NA
144358,NA,NA,NA
1219654,NA,NA,NA
2922708,NA,NA,NA
3393222,NA,NA,NA
2327987,NA,NA,NA
2455079,NA,NA,NA
634494,NA,NA,NA
1014994,NA,NA,NA
3227049,NA,NA,NA
2780464,NA,NA,NA
194741,NA,NA,NA
1766930,NA,NA,NA
3090814,NA,NA,NA
2647850,NA,NA,NA
139655,NA,NA,NA
1792521,NA,NA,NA
8382,NA,NA,NA
1902489,NA,NA,NA
1072926,NA,NA,NA
3402036,13544,1,1
3402036,42372,2,1
3402036,33819,3,1
3402036,33797,4,0
3402036,20468,5,0
3402036,13481,6,0
3402036,8224,7,0
3402036,14536,8,0
3402036,22021,9,1
3402036,49306,10,1
3402036,32327,11,0
3402036,48205,12,1
611214,NA,NA,NA
1869748,NA,NA,NA
1511050,NA,NA,NA
2877797,NA,NA,NA
118133,NA,NA,NA
816714,NA,NA,NA
1415679,NA,NA,NA
3064712,NA,NA,NA
1640680,NA,NA,NA
3354579,NA,NA,NA
3320181,NA,NA,NA
2126098,NA,NA,NA
2586085,NA,NA,NA
1103927,NA,NA,NA
1368577,NA,NA,NA
2635041,NA,NA,NA
196008,NA,NA,NA
173172,NA,NA,NA
965160,31222,1,1
2610576,NA,NA,NA
2994388,NA,NA,NA
258751,NA,NA,NA
1411408,NA,NA,NA
3229714,NA,NA,NA
2284750,NA,NA,NA
1488077,NA,NA,NA
1798774,NA,NA,NA
2018734,NA,NA,NA
2827207,NA,NA,NA
2097636,NA,NA,NA
2923351,NA,NA,NA
2063028,NA,NA,NA
3350048,NA,NA,NA
135696,NA,NA,NA
232721,NA,NA,NA
2940603,NA,NA,NA
361493,NA,NA,NA
1662354,NA,NA,NA
965677,NA,NA,NA
2842504,NA,NA,NA
1007361,NA,NA,NA
2792524,NA,NA,NA
1771198,NA,NA,NA
1460681,NA,NA,NA
3317805,NA,NA,NA
3149167,NA,NA,NA
3141790,NA,NA,NA
1380784,NA,NA,NA
1659155,NA,NA,NA
1406911,NA,NA,NA
3247231,NA,NA,NA
2705360,NA,NA,NA
1523605,NA,NA,NA
3137551,NA,NA,NA
900590,NA,NA,NA
1060278,NA,NA,NA
1149132,NA,NA,NA
2729473,NA,NA,NA
612679,NA,NA,NA
3162630,NA,NA,NA
338996,NA,NA,NA
2305567,NA,NA,NA
1311494,NA,NA,NA
1641287,NA,NA,NA
654294,NA,NA,NA
1111867,NA,NA,NA
1194452,NA,NA,NA
3147283,NA,NA,NA
1666812,NA,NA,NA
2695034,NA,NA,NA
129025,NA,NA,NA
920968,NA,NA,NA
2005447,NA,NA,NA
1603399,NA,NA,NA
3176698,NA,NA,NA
3374715,NA,NA,NA
2392592,NA,NA,NA
1374792,NA,NA,NA
1849805,NA,NA,NA
225381,NA,NA,NA
3037479,NA,NA,NA
419099,NA,NA,NA
3359528,NA,NA,NA
1380270,NA,NA,NA
1067581,NA,NA,NA
3094422,NA,NA,NA
933179,NA,NA,NA
682914,NA,NA,NA
1149184,NA,NA,NA
65724,NA,NA,NA
2244394,NA,NA,NA
1025119,NA,NA,NA
1559403,NA,NA,NA
1615255,NA,NA,NA
1201330,NA,NA,NA
3146978,NA,NA,NA
230851,NA,NA,NA
771049,NA,NA,NA
7099,NA,NA,NA
2716757,NA,NA,NA
804483,NA,NA,NA
2325503,NA,NA,NA
1832360,NA,NA,NA
1560223,NA,NA,NA
2999232,NA,NA,NA
1250733,NA,NA,NA
2569634,NA,NA,NA
1225000,NA,NA,NA
994572,NA,NA,NA
2138705,NA,NA,NA
264488,NA,NA,NA
3276527,NA,NA,NA
625018,NA,NA,NA
568636,NA,NA,NA
2546638,NA,NA,NA
1837192,NA,NA,NA
1573122,NA,NA,NA
2614670,2966,1,1
2614670,21386,2,1
2614670,11777,3,0
2614670,21137,4,1
2614670,4920,5,1
2614670,46906,6,1
2614670,33754,7,1
2614670,33787,8,1
2614670,46676,9,1
2614670,45446,10,1
2614670,32263,11,1
2614670,1323,12,1
2614670,44932,13,1
2614670,17553,14,0
2614670,10768,15,0
2614670,12745,16,1
2614670,37947,17,1
1138968,NA,NA,NA
1589342,NA,NA,NA
3331846,NA,NA,NA
1782508,NA,NA,NA
1432100,NA,NA,NA
358148,NA,NA,NA
2657750,NA,NA,NA
2695156,NA,NA,NA
1584053,NA,NA,NA
1639907,NA,NA,NA
2760669,NA,NA,NA
1819575,NA,NA,NA
1272493,NA,NA,NA
279523,NA,NA,NA
2810971,NA,NA,NA
1481969,NA,NA,NA
181977,NA,NA,NA
979759,NA,NA,NA
2070736,NA,NA,NA
760273,NA,NA,NA
1385910,NA,NA,NA
1818037,NA,NA,NA
2195945,NA,NA,NA
1978052,NA,NA,NA
1192143,NA,NA,NA
2064090,NA,NA,NA
875452,NA,NA,NA
2657652,NA,NA,NA
2999889,NA,NA,NA
1207762,NA,NA,NA
370715,NA,NA,NA
1049206,NA,NA,NA
2655002,NA,NA,NA
685887,NA,NA,NA
3167222,NA,NA,NA
2865794,NA,NA,NA
1062536,NA,NA,NA
620971,NA,NA,NA
3090640,NA,NA,NA
3202175,NA,NA,NA
2376709,NA,NA,NA
1748639,NA,NA,NA
1647841,NA,NA,NA
3110252,39170,1,1
3110252,20305,2,1
3110252,6128,3,1
3110252,19541,4,1
3110252,35385,5,1
3110252,48800,6,1
3110252,39803,7,1
3110252,33945,8,1
3110252,1330,9,1
3110252,49615,10,1
3110252,31608,11,1
3110252,36543,12,1
3110252,37645,13,1
3110252,20874,14,1
3110252,42258,15,1
3110252,29267,16,1
3110252,35507,17,1
375303,NA,NA,NA
2156000,NA,NA,NA
3169631,NA,NA,NA
1645927,NA,NA,NA
986094,NA,NA,NA
2299885,NA,NA,NA
137318,NA,NA,NA
3333738,NA,NA,NA
62370,23288,1,1
2150649,NA,NA,NA
695934,NA,NA,NA
638062,NA,NA,NA
2135842,NA,NA,NA
2623412,NA,NA,NA
1183257,NA,NA,NA
1341128,NA,NA,NA
1120389,NA,NA,NA
3352995,NA,NA,NA
1593000,NA,NA,NA
2582407,NA,NA,NA
673583,NA,NA,NA
3035956,NA,NA,NA
2951746,NA,NA,NA
2258440,NA,NA,NA
2647083,NA,NA,NA
2231262,NA,NA,NA
963053,NA,NA,NA
813240,NA,NA,NA
1765409,NA,NA,NA
280888,NA,NA,NA
134879,NA,NA,NA
1275838,NA,NA,NA
1709286,NA,NA,NA
72626,NA,NA,NA
1210985,NA,NA,NA
3202221,NA,NA,NA
2906103,NA,NA,NA
2612991,NA,NA,NA
1537903,NA,NA,NA
3222866,NA,NA,NA
2383661,NA,NA,NA
1569834,NA,NA,NA
1916863,NA,NA,NA
1951139,NA,NA,NA
2344038,NA,NA,NA
698604,27845,1,1
698604,24852,2,0
698604,38273,3,1
698604,7054,4,1
698604,27086,5,0
1269089,NA,NA,NA
2562704,NA,NA,NA
1136841,NA,NA,NA
457048,NA,NA,NA
2880466,NA,NA,NA
1830981,NA,NA,NA
3309528,NA,NA,NA
1316279,NA,NA,NA
2903057,NA,NA,NA
707453,NA,NA,NA
3285797,NA,NA,NA
412111,NA,NA,NA
240889,NA,NA,NA
1602446,NA,NA,NA
2472897,NA,NA,NA
1626957,NA,NA,NA
453864,NA,NA,NA
2010389,NA,NA,NA
278124,NA,NA,NA
14400,NA,NA,NA
1145961,NA,NA,NA
746041,NA,NA,NA
682472,NA,NA,NA
3067639,NA,NA,NA
2640464,NA,NA,NA
479244,NA,NA,NA
409708,NA,NA,NA
423623,NA,NA,NA
664952,NA,NA,NA
2833188,NA,NA,NA
1185674,NA,NA,NA
2890966,NA,NA,NA
2671410,NA,NA,NA
1189699,NA,NA,NA
2138456,NA,NA,NA
669187,NA,NA,NA
1460684,NA,NA,NA
2795573,NA,NA,NA
1719560,NA,NA,NA
2693179,NA,NA,NA
903277,NA,NA,NA
2527665,NA,NA,NA
2230383,NA,NA,NA
793311,NA,NA,NA
1032510,NA,NA,NA
182125,NA,NA,NA
2710884,NA,NA,NA
1320132,NA,NA,NA
327827,NA,NA,NA
86313,NA,NA,NA
1354506,NA,NA,NA
2153671,NA,NA,NA
2449761,NA,NA,NA
484397,NA,NA,NA
2568429,NA,NA,NA
711999,NA,NA,NA
1145920,NA,NA,NA
1736749,NA,NA,NA
2484696,NA,NA,NA
712331,NA,NA,NA
1740853,NA,NA,NA
1394419,NA,NA,NA
1751600,NA,NA,NA
1854906,NA,NA,NA
1179244,NA,NA,NA
2615608,NA,NA,NA
2326295,NA,NA,NA
841710,NA,NA,NA
3268585,NA,NA,NA
1294288,NA,NA,NA
1727614,NA,NA,NA
1524161,21616,1,1
1524161,41665,2,0
1524161,5134,3,1
1524161,26790,4,0
1524161,43014,5,0
1524161,12204,6,0
1524161,26369,7,1
1524161,2243,8,0
1524161,4189,9,0
1524161,6607,10,0
1524161,45007,11,1
1524161,41065,12,1
2873174,NA,NA,NA
1308004,NA,NA,NA
1588002,NA,NA,NA
1691300,NA,NA,NA
1244041,NA,NA,NA
718156,NA,NA,NA
894015,NA,NA,NA
795223,NA,NA,NA
3204829,NA,NA,NA
2980672,NA,NA,NA
725451,NA,NA,NA
2479273,NA,NA,NA
3173750,27231,1,0
3173750,9366,2,0
3173750,27086,3,1
3173750,4799,4,1
3173750,2086,5,1
3173750,27509,6,1
3173750,18337,7,0
3173750,4781,8,1
3173750,21198,9,0
3173750,15842,10,0
3173750,47209,11,1
3173750,36550,12,1
3173750,3397,13,1
3173750,12442,14,1
3173750,31343,15,1
3173750,26126,16,0
3173750,41950,17,0
3173750,19678,18,0
3173750,48205,19,0
2782479,NA,NA,NA
971516,NA,NA,NA
127769,NA,NA,NA
524816,NA,NA,NA
859009,NA,NA,NA
1493525,NA,NA,NA
2754717,NA,NA,NA
882556,NA,NA,NA
2570028,NA,NA,NA
2309440,NA,NA,NA
1469897,NA,NA,NA
2621404,NA,NA,NA
1132197,NA,NA,NA
2640967,NA,NA,NA
2215173,NA,NA,NA
423262,NA,NA,NA
1145465,NA,NA,NA
2431024,NA,NA,NA
252244,NA,NA,NA
2111787,NA,NA,NA
2838655,NA,NA,NA
2196695,NA,NA,NA
3083886,NA,NA,NA
2032076,25890,1,1
2032076,15290,2,0
2032076,4605,3,1
2032076,24964,4,0
2032076,43961,5,0
2032076,18727,6,0
2032076,248,7,0
2032076,29180,8,1
2032076,28985,9,1
2032076,24184,10,0
2032076,27156,11,0
2032076,20520,12,0
2032076,18696,13,0
2032076,3661,14,0
2032076,47144,15,0
940313,NA,NA,NA
1816335,NA,NA,NA
19190,NA,NA,NA
77399,NA,NA,NA
2848715,NA,NA,NA
1560102,NA,NA,NA
232622,NA,NA,NA
378457,NA,NA,NA
521231,NA,NA,NA
2019391,NA,NA,NA
2315446,NA,NA,NA
2083588,NA,NA,NA
1602489,NA,NA,NA
2204386,NA,NA,NA
278626,NA,NA,NA
3034563,NA,NA,NA
2803975,28198,1,1
2803975,13187,2,1
2803975,22795,3,0
2803975,39275,4,1
2803975,9290,5,1
2803975,8866,6,1
2803975,30353,7,1
606677,NA,NA,NA
1530871,NA,NA,NA
656728,NA,NA,NA
634665,NA,NA,NA
2412774,NA,NA,NA
2580647,NA,NA,NA
1630444,NA,NA,NA
455561,NA,NA,NA
2187180,NA,NA,NA
3094389,NA,NA,NA
2770903,NA,NA,NA
1864787,24852,1,1
1864787,16797,2,1
1864787,1330,3,0
1864787,35079,4,0
1864787,29429,5,0
1864787,23909,6,1
1864787,3856,7,0
1864787,3990,8,0
1864787,36144,9,0
1864787,41602,10,0
1864787,2556,11,0
1864787,27796,12,0
1864787,46480,13,1
1864787,34940,14,1
1864787,42428,15,0
1864787,47014,16,0
1864787,11777,17,1
1864787,9076,18,0
1864787,19691,19,1
1864787,4920,20,1
1864787,29223,21,1
1864787,45066,22,1
1864787,8204,23,1
1864787,38154,24,1
1864787,22524,25,1
1864787,41302,26,0
1864787,48205,27,1
1864787,33027,28,1
1864787,15599,29,1
1864787,46981,30,1
1864787,42431,31,1
1864787,33780,32,1
1864787,9360,33,1
1359969,NA,NA,NA
462713,NA,NA,NA
2699868,NA,NA,NA
2436259,49481,1,0
2436259,48833,2,0
2436259,43886,3,0
2436259,9225,4,0
2436259,35124,5,0
2436259,35852,6,0
300892,NA,NA,NA
784714,NA,NA,NA
374526,NA,NA,NA
1902833,NA,NA,NA
2827745,NA,NA,NA
3345812,NA,NA,NA
31801,NA,NA,NA
3102839,NA,NA,NA
2539168,NA,NA,NA
2518161,NA,NA,NA
1406544,NA,NA,NA
821110,NA,NA,NA
398975,NA,NA,NA
3198849,NA,NA,NA
1538381,NA,NA,NA
244623,NA,NA,NA
2998652,NA,NA,NA
1876837,NA,NA,NA
1945511,NA,NA,NA
2596585,NA,NA,NA
1254066,NA,NA,NA
2661433,NA,NA,NA
2681913,NA,NA,NA
2009771,NA,NA,NA
1947848,24852,1,1
1947848,42987,2,1
1947848,24097,3,1
1947848,4605,4,1
1947848,21781,5,1
1947848,13733,6,1
2857489,NA,NA,NA
1303645,NA,NA,NA
2532123,NA,NA,NA
2201188,NA,NA,NA
1899315,NA,NA,NA
2906490,33796,1,0
2906490,16594,2,0
2906490,29181,3,0
2906490,8224,4,0
2906490,30696,5,0
2906490,43504,6,0
1035233,NA,NA,NA
3166874,NA,NA,NA
2766710,NA,NA,NA
501067,NA,NA,NA
1643524,NA,NA,NA
1657641,NA,NA,NA
749250,NA,NA,NA
795269,NA,NA,NA
3067391,NA,NA,NA
555834,NA,NA,NA
2924697,22993,1,0
2924697,38277,2,0
2924697,45007,3,1
2924697,36695,4,1
2924697,44636,5,1
2924697,36389,6,0
2924697,34358,7,0
2924697,41238,8,1
2924697,34209,9,0
2924697,4855,10,1
2924697,41229,11,0
2924697,25890,12,0
2924697,29941,13,0
1216869,NA,NA,NA
2406693,NA,NA,NA
3283823,NA,NA,NA
1526098,NA,NA,NA
1557694,NA,NA,NA
379097,NA,NA,NA
500437,NA,NA,NA
1250641,NA,NA,NA
519514,36591,1,0
519514,7644,2,1
519514,18441,3,0
519514,18118,4,0
519514,27199,5,0
519514,34329,6,0
1363380,NA,NA,NA
3131103,NA,NA,NA
2197066,NA,NA,NA
3201640,NA,NA,NA
2756806,NA,NA,NA
1905727,NA,NA,NA
357849,NA,NA,NA
1673791,NA,NA,NA
1941871,NA,NA,NA
1431607,NA,NA,NA
935755,NA,NA,NA
771250,NA,NA,NA
218647,NA,NA,NA
482971,NA,NA,NA
1261865,NA,NA,NA
2102570,NA,NA,NA
1856643,NA,NA,NA
2199859,NA,NA,NA
505360,NA,NA,NA
2829245,NA,NA,NA
1077695,NA,NA,NA
3067010,NA,NA,NA
458687,NA,NA,NA
536094,NA,NA,NA
886814,NA,NA,NA
1291785,NA,NA,NA
1182191,NA,NA,NA
2333885,NA,NA,NA
3112215,NA,NA,NA
3276486,NA,NA,NA
2870447,NA,NA,NA
623555,NA,NA,NA
2443843,NA,NA,NA
867561,NA,NA,NA
2049647,NA,NA,NA
2981401,NA,NA,NA
2425696,NA,NA,NA
1177903,NA,NA,NA
2885215,NA,NA,NA
3285176,NA,NA,NA
1158241,NA,NA,NA
131991,NA,NA,NA
1237400,NA,NA,NA
3014513,NA,NA,NA
1368931,NA,NA,NA
1076291,NA,NA,NA
412136,NA,NA,NA
1939933,NA,NA,NA
3147929,NA,NA,NA
2018336,NA,NA,NA
1229178,NA,NA,NA
3044151,NA,NA,NA
3330597,NA,NA,NA
642111,NA,NA,NA
3205359,NA,NA,NA
182020,NA,NA,NA
636918,NA,NA,NA
2670599,NA,NA,NA
2236363,NA,NA,NA
2757345,NA,NA,NA
1915162,NA,NA,NA
373535,NA,NA,NA
3175017,NA,NA,NA
309687,NA,NA,NA
2740653,NA,NA,NA
2107003,NA,NA,NA
103726,NA,NA,NA
1750084,6182,1,1
1750084,47209,2,1
1750084,13176,3,1
1750084,16249,4,1
1750084,21903,5,1
1750084,31720,6,1
1099991,NA,NA,NA
1505429,NA,NA,NA
2151817,NA,NA,NA
2174416,NA,NA,NA
2497897,NA,NA,NA
1318871,NA,NA,NA
1261384,NA,NA,NA
2100631,NA,NA,NA
580568,NA,NA,NA
1680554,NA,NA,NA
2428073,NA,NA,NA
1551977,NA,NA,NA
342306,NA,NA,NA
1520353,NA,NA,NA
2542086,NA,NA,NA
944694,NA,NA,NA
2906390,NA,NA,NA
1838593,NA,NA,NA
1268191,NA,NA,NA
2331002,NA,NA,NA
1122089,NA,NA,NA
1498922,NA,NA,NA
180919,NA,NA,NA
3146572,NA,NA,NA
2695875,NA,NA,NA
1307894,NA,NA,NA
1856103,NA,NA,NA
1030102,NA,NA,NA
3306717,NA,NA,NA
2127348,NA,NA,NA
1588305,NA,NA,NA
1647290,46149,1,1
1647290,3798,2,0
1647290,24135,3,0
1647290,16797,4,0
1647290,43352,5,1
1647290,14032,6,0
1647290,39275,7,0
1647290,8048,8,1
1647290,30450,9,1
1647290,27839,10,1
1647290,30720,11,0
3364570,NA,NA,NA
2239092,NA,NA,NA
227361,NA,NA,NA
3088145,16714,1,0
3088145,17659,2,0
3088145,11210,3,1
3088145,377,4,1
3088145,39124,5,0
3088145,1319,6,0
3088145,10339,7,0
3088145,4952,8,0
3088145,48453,9,0
3088145,17530,10,0
3088145,3390,11,0
3088145,29,12,0
3088145,35233,13,0
79015,NA,NA,NA
1546110,NA,NA,NA
3337837,NA,NA,NA
2548338,NA,NA,NA
1514655,NA,NA,NA
142873,NA,NA,NA
2008078,NA,NA,NA
631226,NA,NA,NA
3121842,NA,NA,NA
2205320,NA,NA,NA
862838,NA,NA,NA
881725,NA,NA,NA
939629,NA,NA,NA
638726,NA,NA,NA
1182951,NA,NA,NA
378070,NA,NA,NA
1376661,NA,NA,NA
3084020,NA,NA,NA
2326857,NA,NA,NA
905479,NA,NA,NA
1321441,NA,NA,NA
640014,NA,NA,NA
2983519,NA,NA,NA
311292,NA,NA,NA
2917598,NA,NA,NA
2045952,NA,NA,NA
2916715,NA,NA,NA
3135095,NA,NA,NA
51418,NA,NA,NA
2143390,NA,NA,NA
3167855,NA,NA,NA
1339168,NA,NA,NA
1630627,NA,NA,NA
2413026,NA,NA,NA
2648531,NA,NA,NA
3184864,NA,NA,NA
3249202,NA,NA,NA
3336359,NA,NA,NA
3066373,NA,NA,NA
1840067,NA,NA,NA
1893574,NA,NA,NA
2861721,NA,NA,NA
159678,NA,NA,NA
3270096,NA,NA,NA
2960216,NA,NA,NA
